team,season_start,season_end,narrative,head_coach,win_percentage,division_rank,made_playoffs,made_conference_finals,made_finals,won_championship,conference_rank
Golden State Warriors,2020,2021,"The 2020–21 Golden State Warriors season was the 75th season of the franchise in the National Basketball Association (NBA), its 59th in the San Francisco Bay Area, and their second season playing home games at Chase Center. They were coached by Steve Kerr, in his seventh year as head coach. This season Stephen Curry became the franchise's all-time scoring leader when he broke Wilt Chamberlain's record of 17,783 points that stood for 57 years.[1][2] Curry moved into second on the all-time career three-point scoring list with 2,832, 141 behind the record holder Ray Allen.[3] Curry was the league Scoring Champion for the second time in his career, averaging 32 points per game. Curry was named to the All-NBA First Team, his seventh selection to an All-NBA Team, a Warriors franchise record. Draymond Green was named to the All-Defensive First Team for the fourth time in his career, and sixth All-NBA Team overall. After a one-year absence from postseason, the Warriors qualified for the first stage of the new Play-in Tournament as the No. 8 seed. As such, the Warriors had the double chance to advance. However, in the seventh seed game, they lost to the defending champion Los Angeles Lakers, 100–103, dropping to the elimination round of the play-in against Memphis Grizzlies, which they lost, 112–117 in overtime. The Warriors would not miss the playoffs again until 2024 when they lost to the Sacramento Kings in the play-in.",Steve Kerr,0.542,4.0,False,False,False,False,8.0
Golden State Warriors,2021,2022,"The 2021–22 Golden State Warriors season was the 76th season of the franchise in the National Basketball Association (NBA), its 60th in the San Francisco Bay Area, and its third season at the Chase Center. After failing to make the playoffs the previous two seasons, the Warriors beat the Boston Celtics 4–2 in the Finals. It was the Warriors' fourth championship in eight years (2015, 2017, 2018), and seventh overall. On December 14, Stephen Curry hit five three-pointers against the New York Knicks to reach 2,977, which surpassed Ray Allen's career total of 2,973 for most three-pointers made in NBA history in the regular season.[1] Earlier in the season against the Chicago Bulls, Curry hit nine three-pointers to reach 3,366 which broke Allen's record of 3,358 for most three-pointers made in NBA history, regular season, and postseason combined.[2] Curry also became the first player in NBA history to surpass 500 three-pointers in the playoffs, finishing with 561. On January 9, Klay Thompson made his season debut against the Cleveland Cavaliers after missing the 2019–20 season with a left ACL tear, and the 2020–21 season with a right Achilles tendon tear. He recorded 17 points and 3 rebounds in a 96–82 win.[3] Stephen Curry, Andrew Wiggins, and Draymond Green were named to the 2022 NBA All-Star Game; however, Green was injured and did not play in the game. On February 20, Team LeBron defeated Team Durant in the All-Star Game and Curry, playing for Team LeBron, was named the All-Star Game MVP. This is the fifth time that a Warriors player has won the award. He scored 50 points, and set numerous All-Star Game records, including most three-pointers made (16), and most all-time three-pointers made in the All-Star Game (47).[4] The Warriors had a 41–13 record in February, then went 7–16 in an injury-plagued stretch of 23 games, and then won the final 5 games of the season. They clinched a playoff berth for the first time since 2018–19 season after a 111–107 win over the Utah Jazz on April 2.[5] They finished third in the Western Conference, with a record of 53–29. In the first round of the playoffs, the Warriors defeated the Denver Nuggets in five games.[6] In the second round, the Warriors upset the second-seed Memphis Grizzlies in six games.[7] They went on to defeat the Dallas Mavericks in five games in the Conference Finals, winning the Western Conference for the seventh time in their history, and the sixth time in the last eight years. The last team to win six conference championships in eight years was the 1990–98 Chicago Bulls in the Eastern Conference.[8] The Warriors under Steve Kerr to this point had never lost a Western Conference playoff series, going 18–0 during this span, tied with the 1959–67 Boston Celtics for the longest playoff winning streak in NBA history against their conference opponents.[9] Golden State met the Boston Celtics in the NBA Finals in a rematch of the 1964 Finals, in which the Celtics defeated the then–San Francisco Warriors in five games. The Warriors defeated the Celtics four games to two to win their fourth championship in eight years, seventh overall, and first since 2018. After the series, many analysts claimed that the Warriors were one of the greatest dynasties in NBA history.[10] During the championship run, the Warriors won at least one road game in all four playoff series, thus extending their NBA record for consecutives playoff series with at least one road win at 27.",Steve Kerr,0.646,2.0,True,True,True,True,3.0
Golden State Warriors,2022,2023,"The 2022–23 Golden State Warriors season was the 77th season of the franchise in the National Basketball Association (NBA), their 61st in the San Francisco Bay Area, their fourth season at the Chase Center, 9th season with Steve Kerr as a head coach and their 12th and final season with Bob Myers as a general manager. The Warriors entered the season as defending champions after winning the 2022 NBA Finals against the Boston Celtics during the previous season for their fourth championship in eight years and seventh overall. The team struggled throughout the season, having one of the worst records on the road while also having one of the best at home. They finished with a winning record for the tenth time in the previous eleven seasons, and clinched the sixth seed in the playoffs. In the first round of the playoffs, they eliminated the third-seeded Sacramento Kings in seven games. However, they then lost to the seventh-seeded Los Angeles Lakers in six games in the conference semifinals, losing the conference semifinals for the first time since the 2013 NBA playoffs to the San Antonio Spurs. This team also lost in the playoffs before the Finals for the first time since 2014, and marking their first playoff series loss against a Western Conference opponent under head coach Steve Kerr. On January 25, 2023, in a game between the Memphis Grizzlies, Stephen Curry was ejected for throwing his mouthpiece on the floor, but Jordan Poole made the game-winning layup, and the Warriors won 122–120. In the first round against the Sacramento Kings, Draymond Green was ejected for stomping on the chest of Domantas Sabonis, and was suspended for one game afterwards.",Steve Kerr,0.537,4.0,True,False,False,False,6.0
Golden State Warriors,2023,2024,"The 2023–24 Golden State Warriors season was the 78th season of the franchise in the National Basketball Association (NBA), their 62nd in the San Francisco Bay Area, and their fifth season at the Chase Center. This was the Warriors' tenth season with Steve Kerr as head coach and the first season since 2011–12 without general manager Bob Myers.[1] On November 14, against the Minnesota Timberwolves, an altercation broke out early in the game, which started between Klay Thompson and Jaden McDaniels. McDaniels grabbed Thompson, who eventually had his jersey ripped. In the ensuing scuffle, Draymond Green placed Rudy Gobert in a headlock. This resulted in Green, Thompson, and McDaniels all being ejected from the game. Green was suspended for five games and, along with Thompson, Gobert, and McDaniels, was fined for the incident. On December 12, Green struck Jusuf Nurkić in the face in a game against Phoenix Suns, which led to Green being suspended indefinitely the next day.[2] While Green initially considered retirement at one point due to the suspension before being talked out of it by NBA commissioner Adam Silver,[3] he was ultimately reinstated with the team on January 6, 2024, after he completed league-mandated counseling.[4] However, he did not officially make his comeback to play with them until January 15, 2024, against the Memphis Grizzlies, making his suspension officially completed at 16 games.[5] On January 17, Dejan Milojević, an assistant coach for the Warriors who was also on the team during their most recent championship season at the time, died after suffering a heart attack during a team dinner meeting the previous day in Salt Lake City while preparing for an upcoming game against the Utah Jazz.[6] Due to the sudden death, both the January 17 and 19 games against the Jazz and Dallas Mavericks were postponed and rescheduled for later in the season. Once the Warriors returned to action on January 24 at home against the Atlanta Hawks, they would honor Milojević with a ceremony honoring his legacy and life, as well as displaying ""DM"" patches on their jerseys and painting ""DM"" on their court for the remainder of the season.[7] The Warriors struggled as the season started, as after a 5–1 start they lost 7 of their next 8 games, including a 6-game losing skid and 14–23 in games between December and January, tumbling to a 19–24 record. The month of February saw a resurgence for the Warriors, as they went 11–3 and achieved a 32–27 record by March. Despite initial struggles, however, they ended March and started April going 9–1 in their next ten games and achieved a 44–35 record. On April 4, the Warriors secured their eleventh winning season in twelve seasons. On April 7, after the Warriors beat the Jazz, and the Rockets lost to the Mavericks, they secured a spot in the postseason, with the NBA play-in tournament for the first time since 2021. They improved upon their 44–38 record from last year after a win over the Portland Trail Blazers. Despite this, on April 16, the Warriors were eliminated in the first stage of postseason by the Sacramento Kings in the Play-In Tournament, losing 118–94. This would also become the final season that the Splash Brothers would play together, as Klay Thompson would leave the team in a sign-and-trade entering free agency on July 6.",Steve Kerr,0.561,5.0,False,False,False,False,10.0
Houston Rockets,1971,1972,"The 1971-72 NBA season was the Rockets' 5th season in the NBA and 1st season in the city of Houston[1] following their relocation from San Diego, where the franchise played its first four seasons prior to moving to becoming the first NBA franchise in Texas.",Tex Winter,0.415,4.0,False,False,False,False,7.0
Houston Rockets,1972,1973,The 1972-73 NBA season was the Rockets' 6th season in the NBA and 2nd season in the city of Houston.[1],"Tex Winter (fired)
Johnny Egan",0.402,3.0,False,False,False,False,5.0
Houston Rockets,1973,1974,The 1973–74 NBA season was the Rockets' 7th season in the NBA and 3rd season in the city of Houston.[1],Johnny Egan,0.39,3.0,False,False,False,False,6.0
Houston Rockets,1974,1975,"The 1974–75 NBA season was the Rockets' 8th season in the NBA and 4th season in the city of Houston[1] as well as their final season at the Hofheinz Pavilion before moving to The Summit a season later. In the playoffs, the Rockets defeated the New York Knicks in five games in the First Round, before losing to the Boston Celtics in five games in the Semifinals.",Johnny Egan,0.5,2.0,True,False,False,False,4.0
Houston Rockets,1975,1976,The 1975–76 NBA season was the Rockets' 9th season in the NBA and 5th season in the city of Houston[1] as well as their first season at The Summit.,Johnny Egan,0.488,3.0,False,False,False,False,6.0
Houston Rockets,1976,1977,"The 1976–77 NBA season was the Rockets' 10th season in the NBA and 6th season in the city of Houston.[1] In the playoffs, the Rockets defeated the Washington Bullets in six games in the Semifinals before losing to the Philadelphia 76ers in six games in the conference finals.",Tom Nissalke,0.598,1.0,True,True,False,False,2.0
Houston Rockets,1977,1978,The 1977–78 NBA season was the Rockets' 11th season in the NBA and 7th season in the city of Houston.[1],Tom Nissalke,0.341,6.0,False,False,False,False,9.0
Houston Rockets,1978,1979,"The 1978–79 NBA season was the Rockets' 12th season in the NBA and 8th season in the city of Houston.[1] In the playoffs, the Rockets were swept by the Atlanta Hawks in two games in the First Round.",Tom Nissalke,0.573,2.0,True,False,False,False,4.0
Houston Rockets,1979,1980,"The 1979–80 NBA season was the Rockets' 13th season in the NBA and 9th season in the city of Houston.[1] In the playoffs, the Rockets defeated the San Antonio Spurs in three games in the First Round, before being swept by the Boston Celtics in four games in the Semifinals.",Del Harris,0.5,2.0,True,False,False,False,4.0
Houston Rockets,1980,1981,"The 1980–81 Houston Rockets season saw the Rockets lose the NBA Finals. The 1981 Rockets were the first team since the 1959 Minneapolis Lakers to make the NBA Finals with a losing record. In the playoffs, the Rockets defeated the defending NBA champion Los Angeles Lakers in three games in the First Round, then defeated the San Antonio Spurs in seven games in the Semifinals, and the Kansas City Kings in five games in the conference finals, reaching the NBA Finals for the first time in franchise history, only to fall to the Boston Celtics in six games in the NBA Finals.",Del Harris,0.488,2.0,True,True,True,False,6.0
Houston Rockets,1981,1982,"The 1981–82 NBA season was the Rockets' 15th season in the NBA and 11th season in the city of Houston.[1] The Rockets entered the season as runner-ups in the 1981 NBA Finals, having lost to the Boston Celtics in six games. In the playoffs, the Rockets lost to the Seattle SuperSonics in three games in the First Round.",Del Harris,0.561,3.0,True,False,False,False,6.0
Houston Rockets,1982,1983,The 1982–83 NBA season was the Rockets' 16th season in the NBA and 12th season in the city of Houston.[1],Del Harris,0.171,6.0,False,False,False,False,12.0
Houston Rockets,1983,1984,"The 1983–84 Houston Rockets season featured the NBA debut of Ralph Sampson, whom the Rockets had selected as the first pick of the 1983 NBA draft. Under head coach Bill Fitch, the team finished with a 29–53 record, although Sampson won the NBA Rookie of the Year Award. The team has been cited as an example of a ""tanking"", by deciding to play more bench players after starting the season with a 20–26 record, in order to fall in the standings and get higher in the draft order for the following season.[1] The Rockets finished last in the Western Conference and later won a coin flip that gave them the first section in the 1984 NBA draft, with which they selected Hakeem Olajuwon.",Bill Fitch,0.354,6.0,False,False,False,False,12.0
Houston Rockets,1984,1985,"The 1984–85 Houston Rockets season saw the Rockets draft Akeem Olajuwon.[1] He was selected to play in the 1985 NBA All-Star Game. In the playoffs, the Rockets lost to the Utah Jazz in five games in the First Round.",Bill Fitch,0.585,2.0,True,False,False,False,3.0
Houston Rockets,1985,1986,"The 1985–86 Houston Rockets season saw the Rockets lose the 1986 NBA Finals to the Larry Bird-led Boston Celtics in six games. In the playoffs, the Rockets swept the Sacramento Kings in three games in the First Round, then defeated the Denver Nuggets in six games in the Semifinals, before dethroning the defending NBA champion Los Angeles Lakers in five games in the conference finals after Ralph Sampson hit a 20-foot jumper as time expired in game five at The Forum to reach the NBA Finals. In the NBA Finals, the Rockets faced off against the heavily favored[1] Boston Celtics in a rematch of the 1981 NBA Finals, where the Celtics won in six games. Just like in their previous NBA Finals meeting, the Rockets would lose in six games against the Celtics.",Bill Fitch,0.622,1.0,True,True,True,False,2.0
Houston Rockets,1986,1987,"The 1986–87 NBA season was the Rockets' 20th season in the NBA and 16th season in the city of Houston.[1] The Rockets entered the season as runner-ups in the 1986 NBA Finals, having lost to the Boston Celtics in six games. In the playoffs, the Rockets defeated the Portland Trail Blazers in four games in the First Round before losing to the Seattle SuperSonics in six games in the Semifinals.",Bill Fitch,0.512,3.0,True,False,False,False,6.0
Houston Rockets,1987,1988,"The 1987–88 NBA season was the Rockets' 21st season in the NBA and 17th season in the city of Houston.[1] The Rockets finished fourth in the Midwest Division with a 46–36 record. Akeem Olajuwon was selected for the 1988 NBA All-Star Game. In the first round of the playoffs, the Rockets lost in four games to the Dallas Mavericks.",Bill Fitch,0.561,4.0,True,False,False,False,6.0
Houston Rockets,1988,1989,"The 1988–89 NBA season was the Rockets' 22nd season in the NBA and 18th season in the city of Houston.[1] Houston hosted the All-Star Game this season. During the off-season, the Rockets acquired Otis Thorpe from the Sacramento Kings,[2][3][4][5] signed free agent Mike Woodson,[6][7][8] and hired Don Chaney as their new head coach.[9][10][11] At mid-season, the team signed free agent Walter Berry, who was previously released by the New Jersey Nets.[12][13][14] The Rockets posted a six-game winning streak in December, and held a 28–18 record at the All-Star break.[15] Despite a 7-game losing streak between February and March, the team finished second in the Midwest Division with a 45–37 record.[16] Akeem Olajuwon averaged 24.8 points, 13.5 rebounds and 3.4 blocks per game, and was named to the All-NBA First Team, and selected for the 1989 NBA All-Star Game.[17][18][19][20][21] In addition, Thorpe averaged 16.7 points and 9.6 rebounds per game, while Sleepy Floyd contributed 14.2 points, 8.6 assists and 1.5 steals per game, Woodson provided the team with 12.9 points per game, and Buck Johnson contributed 9.6 points per game.[22] Olajuwon also finished in fifth place in Most Valuable Player voting,[23][24][25][26] and in second place in Defensive Player of the Year voting.[27][28][29][30] In the playoffs, the Rockets lost to the Seattle SuperSonics in four games in the Western Conference First Round, losing Game 4 at home by just two points, 98–96.[31][32][33][34] Following the season, Purvis Short signed as a free agent with the New Jersey Nets,[35][36][37] and Berry left to play overseas in Italy after only playing three seasons in the NBA.[38]",Don Chaney,0.549,2.0,True,False,False,False,5.0
Houston Rockets,1989,1990,"The 1989–90 NBA season was the Rockets' 23rd season in the National Basketball Association, and 19th season in the city of Houston.[1] After a 9–6 start to the season, the Rockets would struggle posting a 12–18 record as they entered the New Year. However, they would manage to win seven of their next nine games, holding a 22–25 record at the All-Star break.[2] At midseason, the team acquired second-year guard Vernon Maxwell from the San Antonio Spurs,[3][4][5] as they continued to play .500 basketball for the rest of the season. The Rockets finished fifth in the Midwest Division with a 41–41 record,[6] winning a tie-breaker over the Seattle SuperSonics for the #8 seed in the Western Conference.[7][8] Akeem Olajuwon led the Rockets with 24.3 points, 14.0 rebounds and 4.6 blocks per game, and was named to the All-NBA Second Team, the NBA All-Defensive First Team, and was selected for the 1990 NBA All-Star Game.[9][10][11][12] In addition, Otis Thorpe averaged 17.1 points and 9.0 rebounds per game, while Mitchell Wiggins averaged 15.5 points per game, Buck Johnson provided the team with 14.8 points and 1.3 steals per game, and Sleepy Floyd contributed 12.2 points and 7.3 assists per game.[13] Olajuwon also finished in seventh place in Most Valuable Player voting,[14] and in second place in Defensive Player of the Year voting.[15][16][17] However, in the Western Conference First Round of the playoffs, the Rockets lost to the top-seeded Los Angeles Lakers in four games.[18][19][20][21] Following the season, Wiggins was released to free agency, and John Lucas and Tim McCormick were both traded to the Atlanta Hawks.[22][23][24]",Don Chaney,0.5,5.0,True,False,False,False,8.0
Houston Rockets,1990,1991,"The 1990–91 NBA season was the Rockets' 24th season in the National Basketball Association, and 20th season in the city of Houston.[1] In the off-season, the Rockets acquired Kenny Smith from the Atlanta Hawks.[2][3][4] The Rockets continued to play .500 basketball during the first half of the season, as Hakeem Olajuwon missed 25 games due to a bone fracture in his right eye.[5][6][7][8] However, the Rockets showed improvement by holding a 27–21 record at the All-Star break,[9] posting a 14–1 record in March, which included a 13-game winning streak.[10] They finished third in the Midwest Division with a 52–30 record.[11] Olajuwon averaged 21.2 points, 13.8 rebounds and 3.9 blocks per game in 56 games, and was named to the All-NBA Third Team and NBA All-Defensive Second Team, but was not selected for the All-Star Game.[12] Smith provided a spark averaging 17.7 points and 7.1 assists per game, while Otis Thorpe averaged 17.5 points and 10.3 rebounds per game, and Vernon Maxwell contributed 17.0 points per game and led the league with 172 three-point field goals. Buck Johnson provided the team with 13.6 points per game, and Sleepy Floyd played a sixth man role, averaging 12.3 points and 3.9 assists per game off the bench.[13] Head coach Don Chaney was named Coach of the Year,[14][15][16][17] and Smith finished in third place in Most Improved Player voting.[18][19] However, in the Western Conference First Round of the playoffs, the Rockets were swept by the Los Angeles Lakers in three straight games, marking the second consecutive season the Rockets had their season ended by the Lakers.[20][21][22][23] The Lakers would lose in five games to the Chicago Bulls in the NBA Finals.[24][25][26][27][28]",Don Chaney,0.634,3.0,True,False,False,False,6.0
Houston Rockets,1991,1992,"The 1991–92 NBA season was the Rockets' 25th season in the National Basketball Association, and 21st season in the city of Houston.[1] The Rockets started the season defeating the Los Angeles Lakers at The Summit in double-overtime 126–121,[2][3] and got off to a fast start winning nine of their first twelves games. However, they would start to struggle losing five consecutive games afterwards, but managed to hold a 25–22 record at the All-Star break.[4] By February 21, they hovered at .500 with a mediocre 26–26 record when head coach Don Chaney was fired and replaced with assistant Rudy Tomjanovich.[5][6][7] Under Tomjanovich, the Rockets would win eleven of their first 15 games. However, they struggled losing ten of their last 15 games, as Hakeem Olajuwon missed 12 games due to a hamstring injury, which the Rockets' management accused him of faking because of a contract dispute, and suspended him.[8][9][10][11] The Rockets lost their final three games to close the season, finishing third in the Midwest Division with a 42–40 record,[12] missing the playoffs by just one game behind the 8th-seeded Lakers, who were without All-Star guard Magic Johnson, who had retired due to HIV.[13][14][15][16] Olajuwon averaged 21.6 points, 12.1 rebounds, 1.8 steals and 4.3 blocks per game, while Otis Thorpe averaged 17.3 points and 10.5 rebounds per game. Olajuwon and Thorpe were both selected for the 1992 NBA All-Star Game.[17][18] In addition, Vernon Maxwell provided the team with 17.2 points and 4.1 assists per game, while Kenny Smith contributed 14.0 points and 6.9 assists per game, sixth man Sleepy Floyd provided with 9.1 points per game off the bench, and Buck Johnson contributed 8.6 points per game.[19] Following the season, Johnson signed as a free agent with the Washington Bullets.[20][21]","Don Chaney (fired)
Rudy Tomjanovich",0.512,3.0,False,False,False,False,9.0
Houston Rockets,1992,1993,"The 1992–93 NBA season was the Rockets' 26th season in the National Basketball Association, and 22nd season in Houston.[1] After missing the playoffs the previous year, the Rockets selected Robert Horry from the University of Alabama with the eleventh overall pick in the 1992 NBA draft.[2][3][4][5] During the off-season, the team acquired Scott Brooks from the Minnesota Timberwolves.[6][7] For the season opener, the Rockets traveled overseas to Yokohama, Japan to play their first two games against the Seattle SuperSonics.[8][9][10][11] The Rockets got off to a 14–9 start to the season, but then struggled posting a 7-game losing streak between December and January. However, they won eight consecutive games afterwards, and held a 30–21 record at the All-Star break.[12] The Rockets went 25–6 for the remainder of the season, posting a 15-game winning streak between February and March,[13][14] and then posting an 11-game winning streak in April, as the team signed free agent Terry Teagle, who played in the final two games of the regular season.[15][16] The Rockets finished first place in the Midwest Division with a 55–27 record.[17] Hakeem Olajuwon averaged 26.1 points, 13.0 rebounds, 3.5 assists, 1.8 steals and 4.2 blocks per game, and was named Defensive Player of the Year,[18][19][20] and was named to the All-NBA First Team, NBA All-Defensive First Team, and was selected for the 1993 NBA All-Star Game.[21][22][23][24] He also finished in second place in Most Valuable Player voting behind Charles Barkley of the Phoenix Suns.[25][26][27][28][29] In addition, Vernon Maxwell averaged 13.8 points per game, while Kenny Smith contributed 13.0 points and 5.4 assists per game, Otis Thorpe provided the team with 12.8 points and 8.2 rebounds per game, and Horry averaged 10.1 points, 5.0 rebounds and 1.1 blocks per game, and was selected to the NBA All-Rookie Second Team.[30] Head coach Rudy Tomjanovich finished in second place in Coach of the Year voting.[31][32][33][34] In the Western Conference First Round of the playoffs, the Rockets defeated the Los Angeles Clippers in five games,[35][36][37][38] but lost in seven to the SuperSonics in the Western Conference Semi-finals.[39][40][41][42] A notable note about the Rockets' playoff run that year was the final game of the regular season. The Rockets were playing against the San Antonio Spurs at HemisFair Arena on April 25, 1993, with the Rockets leading by two points in the final seconds, until Spurs All-Star center David Robinson tip-dunked a missed shot after time expired; it was ruled good, and the Rockets went on to lose in overtime, 119–117, tying their record with Seattle, and losing home court advantage due to their match-up tie-breaker against the Sonics in the second round,[43][44][45][46] and ended up losing the decisive Game 7 in overtime, 103–100 at Seattle.[39][40][41][42] Following the season, Sleepy Floyd signed as a free agent with the San Antonio Spurs,[47][48] and Teagle was released to free agency.",Rudy Tomjanovich,0.671,1.0,True,False,False,False,2.0
Houston Rockets,1993,1994,"The 1993–94 NBA season was the Houston Rockets' 27th season in the National Basketball Association, and their 23rd season in Houston.[1] The Rockets had the 24th overall pick in the 1993 NBA draft, and selected Sam Cassell out of Florida State University.[2][3][4][5] During the off-season, the team acquired Mario Elie from the Portland Trail Blazers.[6][7][8] The Rockets went off to a great start, winning their first fifteen games of the season to tie the 1948–49 Washington Capitols for the best unbeaten record to open a season, while also posting a 14–0 record in November,[9][10][11] before the Golden State Warriors surpassed it in 2015 and tied by the Cleveland Cavaliers in 2024. After losing to the Atlanta Hawks, 133–111 on the road on December 3,[12] the Rockets won their next seven games as well, falling just one victory shy of tying the 1969–70 Knicks (23–1) for the best record with one defeat in NBA history.[13][14][15] However, the Rockets would cool off as the season progressed, at one point losing four games in a row in January. Still, they held a 34–12 record at the All-Star break,[16] and finished first place in the Midwest Division with a 58–24 record,[17] a franchise record that stood until the 2017-18 team recorded their 59th win. Hakeem Olajuwon averaged 27.3 points, 11.9 rebounds, 3.6 assists, 1.6 steals and 3.7 blocks per game, and won the league's Most Valuable Player award, ahead of David Robinson of the San Antonio Spurs, and Scottie Pippen of the Chicago Bulls.[18][19][20] Anchoring one of the league's best defenses, Olajuwon also won the NBA Defensive Player of the Year Award for the second consecutive year, also beating out Robinson by a narrow 23 to 22 votes.[21][22][23][24] He was also named to the All-NBA First Team, NBA All-Defensive First Team, and was selected for the 1994 NBA All-Star Game.[25][26][27][28][29] In addition, Otis Thorpe averaged 14.0 points and 10.6 rebounds per game, while Vernon Maxwell provided the team with 13.6 points, 5.1 assists and 1.6 steals per game, Kenny Smith contributed 11.6 points per game, and second-year forward Robert Horry provided with 9.9 points and 5.4 rebounds per game. Elie contributed 9.3 points per game off the bench as the team's sixth man.[30] In the playoffs, the Rockets defeated the Portland Trail Blazers, 3–1 in the Western Conference First Round.[31][32][33][34] In the Western Conference Semi-finals, the Rockets trailed 0–2 to the Phoenix Suns,[35][36][37] but would win the series in seven games,[38][39][40][41] then defeat the 5th-seeded Utah Jazz, 4–1 in the Western Conference Finals.[42][43][44][45] In the 1994 NBA Finals, they defeated the New York Knicks in seven games after trailing 3–2,[46][47][48] and won their first championship in franchise history. It was the Rockets' third NBA finals appearance, after 1981 and 1986. Olajuwon was the only player of the 1985–86 Rockets to still be on the 1993–94 team. By winning the Finals MVP, Olajuwon also became the first player to win regular season MVP, Defensive Player of the Year, and Finals MVP in the same season.[49][50][51][52][53] The Rockets also became the first team from the Midwest Division since the Milwaukee Bucks 23 years prior to win the NBA title.",Rudy Tomjanovich,0.707,1.0,True,True,True,True,2.0
Houston Rockets,1994,1995,"The 1994–95 NBA season was the Rockets' 28th season in the National Basketball Association, and 24th season in Houston.[1] After winning their first championship, the Rockets went on to win their first nine games of the season. However, with increased competition in the West, management felt a change was needed to win another title. On February 14, 1995, the Rockets traded Otis Thorpe to the Portland Trail Blazers in exchange for All-Star guard Clyde Drexler, and three-point specialist Tracy Murray; Drexler and Hakeem Olajuwon were both teammates at the University of Houston in the early 1980s.[2][3][4][5][6] The team also signed free agent Chucky Brown midway through the season,[7][8] and later on signed 38-year old veteran Charles Jones to a 10-day contract in April, where he played in the final three games of the regular season.[9][10] However, after holding a 29–17 record at the All-Star break,[11] the Rockets played .500 basketball in the second half of the season, posting an 18–18 record on their way to finishing third in the Midwest Division with a 47–35 record.[12] Olajuwon averaged 27.8 points, 10.8 rebounds, 3.5 assists, 1.8 steals and 3.4 blocks per game, and was selected for the 1995 NBA All-Star Game,[13][14][15][16] while Drexler averaged 21.4 points, 7.0 rebounds, 4.4 assists and 1.7 steals per game in 35 games with the Rockets after the trade. Olajuwon and Drexler were both named to the All-NBA Third Team. In addition, Vernon Maxwell provided the team with 13.3 points per game, while Kenny Smith contributed 10.4 points per game, and Robert Horry averaged 10.2 points per game. Off the bench, second-year guard Sam Cassell provided with 9.5 points and 4.9 assists per game, while Mario Elie contributed 8.8 points per game, and Carl Herrera averaged 6.8 points and 4.6 rebounds per game.[17] Olajuwon also finished in fifth place in Most Valuable Player voting,[18] and in third place in Defensive Player of the Year voting.[19][20][21] According to Horry, when David Robinson was given his MVP trophy before a game in the San Antonio-Houston Western Conference Finals, Olajuwon leaned over to him and snarled ""That's MY trophy"", leading Horry to silently say ""Uh-oh"" in accurate expectation of the hell Olajuwon was about to unleash on the Spurs.[22][23] In the playoffs, the Rockets faced the 3rd–seeded Utah Jazz in the Western Conference First Round. The Jazz would take a 2–1 series lead,[24][25][26] but the Rockets went on to win the series in five games.[27][28][29][30] In the Western Conference Semi-finals, they faced the Phoenix Suns for the second consecutive year. After trailing 3–1,[31][32][33] the Rockets managed to defeat the 2nd-seeded Suns in seven games to advance to the Western Conference Finals.[34][35][36][37] In the all Texas Western Conference Finals, they faced the top-seeded San Antonio Spurs. Both teams lacked home court advantage in the series, only winning on the road until the Rockets won Game 6 at The Summit and advanced to the NBA Finals.[38][39][40][41] In the Finals, they swept the Orlando Magic in four straight games, and won their second consecutive championship, with Olajuwon being named Finals MVP for the second straight year.[42][43][44][45][46] As the 6th seed in the 1995 playoffs, the 1994–95 Rockets to date are the lowest seeded team in league history to win an NBA championship.[47] Following the season, Maxwell signed as a free agent with the Philadelphia 76ers;[48][49][50] Maxwell had a controversial season, which involved him punching a fan during a road game against the Trail Blazers on February 6, 1995, which cost him a ten-game suspension,[51][52][53][54] and leaving the team during the playoffs after being replaced with Drexler as the team's starting shooting guard.[55][56] Meanwhile, Murray signed with the newly expansion Toronto Raptors,[57][58] Herrera signed with the San Antonio Spurs,[59][60] and Croatian rookie center Žan Tabak was left unprotected in the 1995 NBA Expansion Draft, where he was selected by the Raptors.[61][62][63][64][65]",Rudy Tomjanovich,0.573,3.0,True,True,True,True,6.0
